"","X_id","Institution.Name","Institution.Address","Outbreak.Setting","Type.of.Outbreak","Causative.Agent.1","Causative.Agent.2","Date.Outbreak.Began","Date.Declared.Over","Active"
"90",90,"Scarborough Retirement Residence","148 Markham Rd","Retirement Home","Respiratory","COVID-19","","2021-12-23","2022-02-09","N"
"91",91,"Shepherd Lodge Nursing Home","3760 Sheppard Ave E","LTCH","Respiratory","COVID-19","","2021-12-23","2022-02-03","N"
"92",92,"Terraces of Baycrest","55 Ameer Ave","Retirement Home","Respiratory","COVID-19","","2021-12-23","2022-01-18","N"
"93",93,"Unity Health Toronto - St. Joseph's  - 7M","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-12-23","2022-01-12","N"
"94",94,"University Health Network- Toronto General - 2nd Fl Cath Lab","200 Elizabeth Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-12-23","2022-01-10","N"
"95",95,"Wesburn Manor - 2S, 3S, 4S, 2N, 3N, 4N, -","400 The West Mall - Main Fl & Laundry","LTCH","Respiratory","COVID-19","","2021-12-23","2022-02-15","N"
"96",96,"Cedarvale Terrace","429 Walmer Rd","LTCH","Respiratory","COVID-19","","2021-12-22","2022-02-08","N"
"97",97,"Eatonville Care Centre","420 The East Mall","LTCH","Respiratory","COVID-19","","2021-12-22","2022-02-15","N"
"98",98,"Ehatare Nursing Home - 4th Fl","40 Old Kingston Rd","LTCH","Respiratory","COVID-19","","2021-12-22","2022-01-18","N"
"99",99,"Harmony Hills Care Community - 1A, 2A, 2B, 3A  & 3B unit","1800 O'Connor Dr","LTCH","Respiratory","COVID-19","","2021-12-22","2022-02-10","N"
"100",100,"Norwood Nursing Home - Main, 1st & 2nd Fl","122 Tyndall Ave","LTCH","Respiratory","COVID-19","","2021-12-22","2022-01-28","N"
"101",101,"The Millwood - 4th Fl","921 Millwood Rd","LTCH","Respiratory","COVID-19","","2021-12-22","2022-02-01","N"
"102",102,"Tony Stacey Centre for Veterans Care","59 Lawson Rd","LTCH","Respiratory","COVID-19","","2021-12-22","2022-02-15","N"
"103",103,"University Health Network - Toronto General - 8th Fl -","200 Elizabeth St - ENT Laryngology - Administrative Offices","Hospital-Acute Care","Respiratory","COVID-19","","2021-12-22","2022-01-11","N"
"104",104,"Chartwell Trilogy Long Term Care Residence - 5th & 7th Fl","340 McCowan Rd","LTCH","Respiratory","COVID-19","","2021-12-21","2022-02-14","N"
"105",105,"Downsview Long Term Care Centre","3595 Keele St","LTCH","Respiratory","COVID-19","","2021-12-21","2022-02-15","N"
"106",106,"Extendicare Scarborough","3830 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2021-12-21","2022-02-14","N"
"107",107,"Humber Valley Terrace - 2nd & 3rd Fl","95 Humber College Blvd","LTCH","Respiratory","COVID-19","","2021-12-21","2022-02-08","N"
"108",108,"Ina Grafton Gage Home - 1st Fl","40 Bell Estate Rd","LTCH","Respiratory","COVID-19","","2021-12-21","2022-01-05","N"
"109",109,"Kingsway","4251 Dundas St W","Retirement Home","Respiratory","COVID-19","","2021-12-21","2022-02-05","N"
"110",110,"Rekai Centre - Wellesley Central Place","160 Wellesley St E","LTCH","Respiratory","COVID-19","","2021-12-21","2022-01-27","N"
"111",111,"Sherbourne Place - Rekai Centre","345 Sherbourne St","LTCH","Respiratory","COVID-19","","2021-12-21","2022-01-27","N"
"112",112,"The Village of Humber Heights - Lambton, Alderwood, Weston -","2245 Lawrence Ave W - Islington, Brule & Wadsworth","LTCH","Respiratory","COVID-19","","2021-12-21","2022-02-07","N"
"113",113,"True Davidson Acres","200 Dawes Rd","LTCH","Respiratory","COVID-19","","2021-12-21","2022-02-07","N"
"114",114,"Hellenic Home - 1st Fl & 3A","2411 Lawrence Ave E","LTCH","Respiratory","COVID-19","","2021-12-20","2022-02-24","N"
"115",115,"Maynard Nursing Home","28 Halton St","LTCH","Respiratory","COVID-19","","2021-12-20","2022-01-26","N"
"116",116,"North Park Nursing Home","450 Rustic Rd","LTCH","Respiratory","COVID-19","","2021-12-20","2022-01-17","N"
"117",117,"St. George Care Community","225 St. George St","LTCH","Respiratory","COVID-19","","2021-12-20","2022-02-25","N"
"118",118,"Suomi Koti Nursing Home - 7th Fl","795 Eglinton Ave E","LTCH","Respiratory","COVID-19","","2021-12-20","2022-01-28","N"
"119",119,"The O'Neill Centre","33 Christie St","LTCH","Respiratory","COVID-19","","2021-12-20","2022-02-08","N"
"120",120,"The Village of Humber Heights - Becker 4th & 5th Fl, Egerton","2245 Lawrence Ave W - Emma & WIlliamsburg East","LTCH","Respiratory","COVID-19","","2021-12-20","2022-02-08","N"
"121",121,"Kipling Acres","2233 Kipling Ave","LTCH","Respiratory","COVID-19","","2021-12-19","2022-02-11","N"
"122",122,"Shepherd Terrace Retirement Residence","3758 Sheppard Ave E","Retirement Home","Respiratory","COVID-19","","2021-12-19","2022-02-05","N"
"123",123,"Villa Colombo Home for the Aged","40 Playfair Ave","LTCH","Respiratory","COVID-19","","2021-12-19","2022-02-23","N"
"124",124,"Belmont House","55 Belmont St","LTCH","Respiratory","COVID-19","","2021-12-18","2022-02-07","N"
"125",125,"The Heritage Nursing Home","1195 Queen St E","LTCH","Respiratory","COVID-19","","2021-12-18","2022-02-10","N"
"126",126,"Unity Health Toronto - St. Joseph's - 6CG","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-12-18","2022-01-06","N"
"127",127,"Altamont Care Community","92 Island Rd","LTCH","Respiratory","COVID-19","","2021-12-17","2022-02-07","N"
"128",128,"Castleview Wychwood Towers - 7th C Fl","351 Christie St","LTCH","Respiratory","Coronavirus*","","2021-12-17","2021-12-24","N"
"129",129,"Christie Gardens - Seaton Unit","600 Melita Cres","Retirement Home","Respiratory","COVID-19","","2021-12-17","2022-01-20","N"
"130",130,"Hellenic Care for Seniors - Ground Fl","215 Tyrrel Avenue","LTCH","Respiratory","COVID-19","","2021-12-17","2022-02-13","N"
"131",131,"Maynard Nursing Home","28 Halton St","LTCH","Respiratory","Coronavirus*","","2021-12-17","2022-01-12","N"
"132",132,"The Russell Hill Retirement Residence","262 St. Clair Avenue W","Retirement Home","Respiratory","COVID-19","","2021-12-17","2022-02-04","N"
"133",133,"Westside Long Term Care Home","1145 Albion Rd","LTCH","Respiratory","COVID-19","","2021-12-17","2022-02-18","N"
"134",134,"Seven Oaks - SCU","9 Neilson Rd","LTCH","Respiratory","COVID-19","","2021-12-15","2022-02-07","N"
"135",135,"Hawthorne Place Care Centre - 1st, 2nd, & 3rd Fl","2045 Finch Ave W","LTCH","Respiratory","COVID-19","","2021-12-14","2022-02-14","N"
"136",136,"Deerwood Creek Care Community","70 Humberline Dr","LTCH","Respiratory","COVID-19","","2021-12-13","2022-02-16","N"
"137",137,"The Briton House","700 Mount Pleasant Rd","Retirement Home","Respiratory","Coronavirus*","","2021-12-13","2021-12-25","N"
"138",138,"The Wexford - 4th Fl","1860 Lawrence Ave E","LTCH","Respiratory","Unable to identify","","2021-12-13","2021-12-31","N"
"139",139,"Chartwell Gibson Long Term Care Residence - 2nd Fl","1925 Steeles Ave E","LTCH","Respiratory","COVID-19","","2021-12-10","2022-01-31","N"
"140",140,"Weston Terrace Care Community","2005 Lawrence Ave W","LTCH","Respiratory","COVID-19","","2021-12-10","2022-02-08","N"
"141",141,"Lakeside Long Term Care Centre","150 Dunn Ave","LTCH","Respiratory","COVID-19","","2021-12-08","2022-01-31","N"
"142",142,"Chester Village","3555 Danforth Ave","LTCH","Respiratory","COVID-19","","2021-12-07","2022-01-26","N"
"143",143,"Humber River Hospital - Wilson - 14 East","1235 Wilson Avenue","Hospital-Acute Care","Respiratory","COVID-19","","2021-12-07","2021-12-22","N"
"144",144,"Cummer Lodge - SCU, 3N, 3S, 4N, & 4S","205 Cummer Ave","LTCH","Respiratory","COVID-19","","2021-12-05","2022-02-08","N"
"145",145,"Fountain View Care Community - 1st Fl","1800 O'Connor Dr","LTCH","Respiratory","COVID-19","","2021-12-05","2021-12-29","N"
"146",146,"Rekai Centre - 4 West","160 Wellesley St E","LTCH","Enteric","Unable to identify","","2021-12-05","2021-12-09","N"
"147",147,"The Westbury - 9th Fl","495 The West Mall","LTCH","Respiratory","Respiratory syncytial virus","","2021-12-05","2021-12-12","N"
"148",148,"Downsview Long Term Care Centre","3595 Keele St","LTCH","Respiratory","Respiratory syncytial virus","","2021-12-03","2021-12-15","N"
"149",149,"Downsview Long Term Care Centre - Unit 2","3595 Keele St","LTCH","Respiratory","COVID-19","","2021-12-03","2021-12-18","N"
"150",150,"William Osler Health System - 7E Cardiology","101 Humber College Boulevard","Hospital-Acute Care","Respiratory","COVID-19","","2021-12-03","2021-12-22","N"
"151",151,"Isabel & Arthur Meighen Manor - Moore Fl","155 Millwood Rd","LTCH","Respiratory","Rhinovirus","","2021-12-01","2021-12-20","N"
"152",152,"Ehatare Nursing Home - 4th Fl","40 Old Kingston Rd","LTCH","Respiratory","Rhinovirus","","2021-11-29","2021-12-14","N"
"153",153,"Kensington Hospice","38 Major St","Hospital-Acute Care","Respiratory","COVID-19","","2021-11-28","2021-12-14","N"
"154",154,"Holland Bloorview Kids Rehabilitation Hospital - 3 West BIRT","150 Kilgour Rd","Hospital-Chronic Care","Respiratory","Rhinovirus","","2021-11-26","2021-12-12","N"
"155",155,"Christie Gardens - Courtyard","600 Melita Cres","Retirement Home","Respiratory","Rhinovirus","","2021-11-24","2021-12-09","N"
"156",156,"Westside Long Term Care Home","1145 Albion Rd","LTCH","Respiratory","Coronavirus*","","2021-11-23","2021-12-20","N"
"157",157,"Scarborough Health Network - G3D-Medicine","3030 Birchmount Rd","Hospital-Acute Care","Respiratory","COVID-19","","2021-11-20","2021-12-04","N"
"158",158,"Weston Terrace Care Community - Main Fl","2005 Lawrence Ave W","LTCH","Respiratory","Rhinovirus","","2021-11-12","2021-11-24","N"
"159",159,"Extendicare Scarborough","3830 Lawrence Ave E","LTCH","Respiratory","Rhinovirus","","2021-11-08","2021-12-07","N"
"160",160,"Fountain View Care Community - 1st Fl","1800 O'Connor Dr","LTCH","Respiratory","Metapneumovirus","","2021-11-04","2021-11-16","N"
"161",161,"North York General Hospital -8W","4001 Leslie Street","Hospital-Acute Care","Respiratory","COVID-19","","2021-11-02","2021-11-16","N"
"162",162,"Suomi Koti - 7th Fl","795 Eglinton Ave E","LTCH","Respiratory","Enterovirus/Rhinovirus","","2021-10-31","2021-11-10","N"
"163",163,"Extendicare Bayview - East Center, West Center & Northwest","550 Cummer Ave","LTCH","Respiratory","Rhinovirus","","2021-10-21","2021-11-03","N"
"164",164,"Alexis Lodge Retirement Home","707 Ellesmere Rd","Retirement Home","Respiratory","Rhinovirus","","2021-10-19","2021-10-28","N"
"165",165,"Eatonville Care Centre - 5th Fl","420 The East Mall","LTCH","Respiratory","Unable to identify","","2021-10-18","2021-11-10","N"
"166",166,"Gibson Retirement Residence","1955 Steeles Ave E","Retirement Home","Respiratory","Pending","","2021-10-18","2021-10-26","N"
"167",167,"St. Hilda's Towers - 6th, 9th, 10th & 14th Fl","2339 Dufferin St","Retirement Home","Respiratory","Coronavirus*","","2021-10-12","2021-10-22","N"
"168",168,"Terrace Gardens - 2nd Fl","3705 Bathurst St","Retirement Home","Respiratory","COVID-19","","2021-10-07","2021-10-23","N"
"169",169,"Humber Valley Terrace Long Term Care - 1st Fl","95 Humber College Blvd","LTCH","Respiratory","Coronavirus*","","2021-10-05","2021-10-16","N"
"170",170,"Bendale Acres Long Term Care Home - 2 West","2920 Lawrence Ave E","LTCH","Respiratory","Enterovirus/Rhinovirus","","2021-09-28","2021-09-29","N"
"171",171,"Amica Bayview Village","15 Barberry Pl","Retirement Home","Respiratory","COVID-19","","2021-09-23","2021-10-09","N"
"172",172,"The Westbury Long Term Care Residence - 3rd Fl","495 The West Mall","LTCH","Respiratory","Parainfluenza UNSPECIFIED","","2021-09-20","2021-10-05","N"
"173",173,"Ivan Franko Home - 3 West","767 Royal York Rd","LTCH","Respiratory","COVID-19","","2021-09-15","2021-10-15","N"
"174",174,"Weston Terrace Care Community - B3","2005 Lawrence Ave W","LTCH","Respiratory","COVID-19","","2021-09-15","2021-10-09","N"
"175",175,"NYGH Seniors Health Centre - 4th Fl","2 Buchan Crt","LTCH","Respiratory","COVID-19","","2021-09-13","2021-09-27","N"
"176",176,"Hazelton Place Retirement Residence - 3rd Fl","111 Avenue Rd","Retirement Home","Respiratory","COVID-19","","2021-09-11","2021-09-26","N"
"177",177,"Copernicus Lodge - 1 North","66 Roncesvalles Ave","LTCH","Respiratory","COVID-19","","2021-09-09","2021-10-07","N"
"178",178,"The Rekai Centre at Sherbourne Place - 2nd Fl","345 Sherbourne St","LTCH","Respiratory","Rhinovirus","","2021-09-08","2021-09-21","N"
"179",179,"Extendicare Rouge Valley - 2nd Fl, Cedar Ridge Unit","551 Conlins Rd","LTCH","Respiratory","Rhinovirus","","2021-09-07","2021-09-24","N"
"180",180,"Unity Health Toronto - St. Joseph's Health Centre - 3M Unit","30 The Queensway","Hospital-Acute Care","Respiratory","COVID-19","","2021-09-04","2021-09-22","N"
"181",181,"Eatonville Care Centre - 2nd Fl","420 The West Mall","LTCH","Enteric","Unable to identify","","2021-09-01","2021-09-02","N"
"182",182,"Bendale Acres - 4th Fl","2920 Lawrence Ave E","LTCH","Respiratory","Rhinovirus","","2021-08-22","2021-08-28","N"
"183",183,"Fieldstone Commons - 1A, 2B, 3B Lilac Lane","1000 Ellesmere Rd","LTCH","Enteric","Unable to identify","","2021-08-22","2021-09-10","N"
"184",184,"Holland Bloorview Kids Rehabilitation Hospital - 3 East","150 Kilgour Rd","Hospital-Chronic Care","Respiratory","Rhinovirus","","2021-08-20","2021-09-02","N"
"185",185,"Ehatare Retirement Home","40 Old Kingston Rd","Retirement Home","Respiratory","Enterovirus","Rhinovirus","2021-08-16","2021-08-26","N"
